codeSubstance;denominationSubstance;natureComposant;;;
3107;ACÉTYLSALICYLATE DE DL-LYSINE;SA;;;
29871;IVERMECTINE;SA;;;
62132;INSULINE HUMAINE RECOMBINANTE ISOPHANE BIPHASIQUE ;SA;;;
60873;NIGELLA SATIVA POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
46333;AXITINIB;SA;;;
25252;ACIDE VALPROÏQUE;SA;;;
13002;CAUSTICUM POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
81405;MANGANUM ACETICUM POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
4729;CHLORHYDRATE DE BROMHEXINE;SA;;;
86094;TÉTROFOSMIN;SA;;;
15369;POMALIDOMIDE;SA;;;
92781;INSULINE HUMAINE RECOMBINANTE ISOPHANE BIPHASIQUE ;SA;;;
26335;BOVISTA GIGANTEA POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
67668;ANIFROLUMAB ;SA;;;
2419;TARAXACUM DENS LEONIS POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
2947;MALIQUE (ACIDE);SA;;;
15921;EUGENIA JAMBOLANA POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
76119;LOPÉRAMIDE;ST;;;
1270;BICLOTYMOL;SA;;;
97615;AMIVANTAMAB ;SA;;;
74419;BROMHYDRATE DE PRASUGREL;SA;;;
22567;AMYGDALES POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
8210;NATRUM PHOSPHORICUM POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
8995;DIOSCOREA VILLOSA POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
312;CÉFALEXINE MONOHYDRATÉE;SA;;;
74856;SOLUTION DE (S)-LACTATE DE SODIUM;SA;;;
1588;PHOSPHORICUM ACIDUM POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
12294;PALLADIUM METALLICUM POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
12900;COFFEA CRUDA POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
15336;NYCKTERINIA CAPENSIS POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
19143;TELLURIUM METALLICUM POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
21151;MAGNESIUM METALLICUM POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
346;POLY(ALCOOL VINYLIQUE);SA;;;
19476;POVIDONE;SA;;;
3158;AMPICILLINE SODIQUE;SA;;;
84525;AMPICILLINE ANHYDRE;ST;;;
13582;DESMOPRESSINE (ACÉTATE DE) TRIHYDRATÉ;SA;;;
45293;DESMOPRESSINE;ST;;;
2261;PROPYLTHIOURACILE;SA;;;
21365;SÉMAGLUTIDE ;SA;;;
54247;ESCINE BÊTA;SA;;;
46487;VIRUS DE LA GRIPPE FRAGMENTÉ, INACTIVÉ, SOUCHE B/PHUKET/3073/2013 - SOUCHE ANALOGUE (B/PHUKET/3073/2013, TYPE SAUVAGE) ;SA;;;
67489;VIRUS DE LA GRIPPE FRAGMENTÉ, INACTIVÉ, SOUCHE A/DARWIN/9/2021 (H3N2) - SOUCHE ANALOGUE (A/DARWIN/9/2021, IVR-228) ;SA;;;
85645;VIRUS DE LA GRIPPE FRAGMENTÉ, INACTIVÉ, SOUCHE B/AUSTRIA/1359417/2021 - SOUCHE ANALOGUE (B/MICHIGAN/01/2021, TYPE SAUVAGE) ;SA;;;
88072;VIRUS DE LA GRIPPE FRAGMENTÉ, INACTIVÉ, SOUCHE A/VICTORIA/2570/2019 (H1N1)PDM09 - SOUCHE ANALOGUE (A/VICTORIA/2570/2019, IVR-215) ;SA;;;
44461;INSULINE GLARGINE ;SA;;;
1740;HÉLICIDINE;SA;;;
628;CÉTYLPYRIDINIUM (CHLORURE DE);SA;;;
46352;DARBÉPOÉTINE ALFA ;SA;;;
677;LEDUM PALUSTRE POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
28372;DOXYCYCLINE ANHYDRE;ST;;;
16458;CHLORHYDRATE D'ALIZAPRIDE;SA;;;
32273;ALIZAPRIDE;ST;;;
55777;TARTRATE D'ÉLIGLUSTAT;SA;;;
63050;ÉLIGLUSTAT;ST;;;
36098;CANAKINUMAB ;SA;;;
85087;TAFAMIDIS;SA;;;
4661;GEL DE PHOSPHATE D'ALUMINIUM;SA;;;
6375;PENTAMIDINE (ISÉTIONATE DE);SA;;;
1493;CLOMIPRAMINE (CHLORHYDRATE DE);SA;;;
6494;ACÉTATE D'OCTRÉOTIDE;SA;;;
44322;OCTRÉOTIDE;ST;;;
4834;EMBONATE DE PYRANTEL;SA;;;
82801;PYRANTEL BASE;ST;;;
6447;MAGNESIA SULFURICA POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
6492;ATRACURIUM (BÉSILATE D');SA;;;
23986;TÉMOPORFINE;SA;;;
2414;CHLORHYDRATE DE MOXISYLYTE;SA;;;
11650;CIPROFIBRATE;SA;;;
63468;VIRUS DE L'ENCÉPHALITE À TIQUE SOUCHE NEUDOERFL INACTIVÉ ;SA;;;
4006;BERBERIS VULGARIS POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
557;MÉDROXYPROGESTÉRONE (ACÉTATE DE);SA;;;
892;PHYTOLACCA DECANDRA POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
29039;RHEUM OFFICINALE POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
23501;NERIUM OLEANDER POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
5562;VALPROATE DE SODIUM;SA;;;
3225;SUCCINATE DE DOXYLAMINE;SA;;;
46715;ÉTHANOLAMINE (TÉNOATE D');SA;;;
60217;MILRINONE;SA;;;
655;THÉOPHYLLINE MONOHYDRATÉE;SA;;;
15078;THÉOPHYLLINE ANHYDRE;ST;;;
1358;CARBIMAZOLE;SA;;;
78635;SÉRUM DE YERSIN POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
30925;CEFTRIAXONE DISODIQUE;SA;;;
39396;FUMARATE DE FÉSOTÉRODINE;SA;;;
93951;FÉSOTÉRODINE;ST;;;
60630;GANIRÉLIX;ST;;;
93913;ACÉTATE DE GANIRÉLIX;SA;;;
32044;INFLIXIMAB ;SA;;;
74694;ISPAGHUL (GRAINE D'), TÉGUMENT DE LA;SA;;;
71082;FONDAPARINUX SODIQUE;SA;;;
688;LACTIQUE (ACIDE);SA;;;
3018;MAGNÉSIUM (CHLORURE DE) HEXAHYDRATÉ;SA;;;
16496;BROMURE DE ROCURONIUM;SA;;;
4734;CHLORHYDRATE DE BENZYDAMINE;SA;;;
90720;BENZYDAMINE;ST;;;
23684;PÉMÉTREXED;SA;;;
23144;PAREIRA BRAVA POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
8637;IODUM POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
2493;NORÉTHANDROLONE;SA;;;
2019;HALOPÉRIDOL;SA;;;
30981;NICOTINE POLACRILEX;SA;;;
463;CLONAZÉPAM;SA;;;
2229;PROGESTÉRONE;SA;;;
6696;HEPATINE POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
93514;ARANDISITE POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
1747;DISULFIRAME;SA;;;
52513;STIRIPENTOL;SA;;;
4925;GOMME DE STERCULIA;SA;;;
2019;HALOPÉRIDOL;ST;;;
22338;DÉCANOATE D'HALOPÉRIDOL;SA;;;
46435;CRIZOTINIB;SA;;;
998;ACÉNOCOUMAROL;SA;;;
1362;CLOXACILLINE SODIQUE;SA;;;
31097;GEUM URBANUM, DÉCOCTÉ POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
49729;CARBOMÈRE 980;SA;;;
86029;URICUM ACIDUM POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
2087;HYDROXYZINE (DICHLORHYDRATE DE);SA;;;
3560;SUCCINIMIDE;SA;;;
512;ASCORBATE FERREUX;SA;;;
30871;ÉMICIZUMAB ;SA;;;
58159;MUREX PURPUREA POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
23464;OENANTHE CROCATA POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
195;CÉFADROXIL;ST;;;
73957;CÉFADROXIL MONOHYDRATÉ;SA;;;
17098;TÉRIFLUNOMIDE;SA;;;
51528;DORZOLAMIDE BASE;ST;;;
93678;RALOXIFÈNE BASE;ST;;;
70898;ANANTHERUM MURICATUM POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
31907;UTÉRINE POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
9745;NORADRÉNALINE;ST;;;
4133;SULFATE DE CHLOROQUINE;SA;;;
60311;NITRENDIPINE;SA;;;
35890;AMMONIUM PHOSPHORICUM  POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
34551;MUQUEUSE NASALE POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
2685;PHOSPHATE D'IPRONIAZIDE;SA;;;
86088;IPRONIAZIDE BASE;ST;;;
588;PROMESTRIÈNE;SA;;;
6436;CALCAREA CARBONICA OSTREARUM POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
7032;HÉMISUCCINATE DE MÉTHYLPREDNISOLONE;SA;;;
1785;ÉRYTHROMYCINE BASE;ST;;;
3245;PROPIONATE D'ÉRYTHROMYCINE;SA;;;
34;BUPIVACAÏNE (CHLORHYDRATE DE);SA;;;
53415;RITONAVIR;SA;;;
546;HYDROCORTISONE (HÉMISUCCINATE SODIQUE D');SA;;;
2067;HYDROCORTISONE;ST;;;
40617;ASPARTATE DE MAGNÉSIUM DIHYDRATÉ;SA;;;
17705;URTICA DIOÏCA POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
5751;PIRIBÉDIL;SA;;;
91695;SODIUM (LACTATE DE) ANHYDRE;SA;;;
76621;RURIOCTOCOG ALFA PÉGOL ;SA;;;
3633;NÉOSTIGMINE (MÉTILSULFATE DE);SA;;;
3410;ORCHITINUM POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
1608;DEXAMÉTHASONE;SA;;;
3434;POLYMYXINE B (SULFATE DE);SA;;;
4455;NÉOMYCINE (SULFATE DE);SA;;;
13577;CHLORURE STANNEUX DIHYDRATÉ;SA;;;
26659;ZINGIBER OFFICINALE POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
94165;FERULA COMMUNIS POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
9430;ARSENICUM IODATUM POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
73112;HISTAMINUM POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
54459;BUPRÉNORPHINE;SA;;;
9166;CYNARA SCOLYMUS POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
1023;VITAMINE C;SA;;;
8234;BOLDO POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
22336;INDAPAMIDE HÉMIHYDRATÉ;SA;;;
6745;CUPRESSUS SEMPERVIRENS POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
842;NIFÉDIPINE;SA;;;
61311;CETRARIA ISLANDICA POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
17295;ALDESLEUKINE ;SA;;;
28437;OSILODROSTAT;ST;;;
54965;PHOSPHATE D'OSILODROSTAT;SA;;;
24245;AMBROXOL (CHLORHYDRATE D');SA;;;
86070;AMBROXOL BASE;ST;;;
67717;SILDÉNAFIL;SA;;;
93709;INSULINE HUMAINE RECOMBINANTE NEUTRE ;SA;;;
35254;CHLORE ACTIF;ST;;;
72843;SOLUTION AQUEUSE D'HYPOCHLORITE DE SODIUM ET DE CHLORURE DE SODIUM;SA;;;
72525;INSULINE LISPRO RECOMBINANTE ;SA;;;
44540;FERRUM PHOSPHORICUM / FERROSO-FERRI PHOSPHAS POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
393;CITRATE DE PENTOXYVÉRINE;SA;;;
85701;MYRICA CERIFERA POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
50049;CÉMIPLIMAB ;SA;;;
35;ALCOOL;SA;;;
54353;LÉVOCÉTIRIZINE;ST;;;
64143;CHLORHYDRATE D'ÉPINASTINE;SA;;;
93989;ÉPINASTINE;ST;;;
16736;TOLVAPTAN;SA;;;
79100;HYPOPHYSINE L.P. POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
36755;LANRÉOTIDE BASE;ST;;;
77082;ACÉTATE DE LANRÉOTIDE;SA;;;
25336;PIROXICAM;ST;;;
65918;PIROXICAM-BÉTACYCLODEXTRINE (COMPLEXE);SA;;;
92311;ÉLOSULFASE ALFA ;SA;;;
61297;MALÉATE DE LISURIDE;SA;;;
2529;HYDROCOTYLE ASIATICA POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
4611;FUMARIA OFFICINALIS POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
11803;SAPONARIA OFFICINALIS POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
19551;SARSAPARILLA POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
20653;VIOLA TRICOLOR POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
26014;RHUS VERNIX POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
18025;ACÉTATE D'ICATIBANT;SA;;;
23186;ICATIBANT;ST;;;
27650;COCHLEARIA OFFICINALIS POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
4097;LAMIUM ALBUM POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
19508;GLYCÉROPHOSPHATE DE SODIUM HYDRATÉ;SA;;;
19874;HUILE D'OLIVE RAFFINÉE POUR PRÉPARATIONS INJECTABLES;SA;;;
3192;GLUCONATE DE CUIVRE;SA;;;
5348;CUIVRE;ST;;;
10109;MANGANÈSE (GLUCONATE DE) DIHYDRATÉ;SA;;;
43058;GLUCONATE DE COBALT DIHYDRATÉ;SA;;;
64114;MANGANÈSE;ST;;;
49189;IPRATROPIUM (BROMURE D');SA;;;
22787;INSULINE ASPARTE ISOPHANE BIPHASIQUE ;SA;;;
27387;ERLOTINIB (CHLORHYDRATE D');SA;;;
65378;THROMBINE HUMAINE ;SA;;;
38375;GADOTÉRATE DE MÉGLUMINE;SA;;;
18254;MODAFINIL;SA;;;
2560;MÉBÉVÉRINE (CHLORHYDRATE DE);SA;;;
25975;TARTRATE DE ZOLPIDEM;SA;;;
53145;LOPINAVIR;SA;;;
38955;SARILUMAB ;SA;;;
280;SULFATE D'AMIKACINE;SA;;;
22273;AMIKACINE;ST;;;
47834;ATOSIBAN BASE;ST;;;
80301;ATOSIBAN (ACÉTATE D');SA;;;
29577;PERMÉTHRINE;SA;;;
2247;PROPÉRICIAZINE;SA;;;
28336;PONÉSIMOD;SA;;;
98470;INULA HELENIUM POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
49487;CHLORURE DE FLUOROCHOLINE [18F];SA;;;
19414;HYCLATE DE DOXYXYCLINE;SA;;;
6209;SULPROSTONE;SA;;;
1807;ÉTHINYLESTRADIOL;ST;;;
24247;ÉTHINYLESTRADIOL BÉTADEX-CLATHRATE;SA;;;
726;CHLORHYDRATE DE MÉTOCLOPRAMIDE;SA;;;
18055;CHLORHYDRATE DE MÉTOCLOPRAMIDE ANHYDRE;ST;;;
58803;CHRYSOLITHE POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
2305;GONADORÉLINE (ACÉTATE DE);SA;;;
73865;ACONITUM FEROX POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
1317;BUSULFAN;SA;;;
65807;NALOXONE;ST;;;
60723;FUROATE DE FLUTICASONE;SA;;;
31103;VILANTÉROL;ST;;;
88617;TRIFÉNATATE DE VILANTÉROL;SA;;;
24519;SERENOA REPENS (EXTRAIT LIPIDO-STÉROLIQUE DE);SA;;;
24155;PICRICUM ACIDUM POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
44842;PAMIDRONIQUE (ACIDE);ST;;;
67602;PAMIDRONATE DE SODIUM;SA;;;
20833;GLYCERINUM POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
4179;BÉCLOMÉTASONE (DIPROPIONATE DE);SA;;;
61206;EUPHORBIA PILULIFERA POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
52129;CROTALUS HORRIDUS POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
27201;BARICITINIB;SA;;;
59394;SIROLIMUS;SA;;;
49756;VESTRONIDASE ALFA ;SA;;;
50405;MITOXANTRONE;ST;;;
48539;AZITHROMYCINE DIHYDRATÉE;SA;;;
54435;INHIBITEUR DE LA C1 ESTÉRASE HUMAIN ;SA;;;
22203;CLOPIDOGREL (CHLORHYDRATE DE);SA;;;
52310;CARBOMÈRE 974P;SA;;;
93767;CUPRUM ARSENICOSUM POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
76172;JASPE VERT POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
4475;PAPAVÉRINE (CHLORHYDRATE DE);SA;;;
7589;MAGNESIA MURIATICA POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
49118;MIRABÉGRON;SA;;;
49189;BROMURE D'IPRATROPIUM MONOHYDRATÉ;SA;;;
760;CRÉOSOTE OFFICINALE;SA;;;
13647;ACIDE ACÉTIQUE GLACIAL;SA;;;
9172;ALCHEMILLA VULGARIS POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
3969;PHLOROGLUCINOL DIHYDRATÉ;SA;;;
3970;TRIMÉTHYLPHLOROGLUCINOL;SA;;;
40521;PHLOROGLUCINOL ANHYDRE;ST;;;
35854;AILANTHUS GLANDULOSA POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
95914;CICLOPIROX;SA;;;
91576;PALONOSÉTRON (CHLORHYDRATE DE);SA;;;
95294;PALONOSÉTRON BASE;ST;;;
6984;ATROPINUM SULFURICUM POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
56283;BISMUTH (SOUS-NITRATE DE) LOURD POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
32737;ANGELICA ARCHANGELICA POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
57760;TRAMÉTINIB;ST;;;
65999;DIMETHYLSUFLOXYDE DE TRAMÉTINIB;SA;;;
23684;PÉMÉTREXED;ST;;;
30050;PÉMÉTREXED MONOHYDRATÉ;SA;;;
29846;RAVULIZUMAB ;SA;;;
1020;GNAPHALIUM LEONTOPODIUM POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
38366;GRANIT POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
47878;GELSEMIUM SEMPERVIRENS, DÉCOCTÉ POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
85959;MANDRAGORA OFFICINARUM, DÉCOCTÉ POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
15734;VALSARTAN;ST;;;
16541;COMPLEXE SODIQUE SACUBITRIL VALSARTAN HÉMIPENTAHYDRATÉ;SA;;;
78789;SACUBITRIL;ST;;;
33811;PALIVIZUMAB ;SA;;;
199;BROMURE DE PINAVÉRIUM;SA;;;
37752;AGRAPHIS NUTANS POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
569;BUMÉTANIDE;SA;;;
4822;COLISTIMÉTHATE SODIQUE;SA;;;
33;ALCOOL BENZYLIQUE;SA;;;
4771;BENZALKONIUM (CHLORURE DE);SA;;;
80429;BENZOYL MERCAPTOACÉTYL TRIGLYCINE;SA;;;
29452;MUCOR MUCEDO POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
36071;DIENCEPHALE POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
2869;NATRUM MURIATICUM POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
63187;CHLORHYDRATE DE DEXMÉDÉTOMIDINE;SA;;;
76710;DEXMÉDÉTOMIDINE;ST;;;
22466;CHLORHYDRATE DE BÉTAXOLOL;SA;;;
63622;INOTUZUMAB OZOGAMICINE ;SA;;;
4287;ESTRADIOL (VALÉRATE D');SA;;;
8112;CALCITRIOL;SA;;;
15078;THÉOPHYLLINE;ST;;;
42599;THÉOPHYLLINE (ACÉTATE DE SODIUM);SA;;;
74405;PÉRAMPANEL;SA;;;
4788;GLUCONOLACTATE DE CALCIUM;SA;;;
5246;ZINC (GLUCONATE DE);SA;;;
39357;BOSENTAN BASE;ST;;;
645;SULFADOXINE;SA;;;
2285;PYRIMÉTHAMINE;SA;;;
26649;CICLOSPORINE;SA;;;
19872;NATALIZUMAB ;SA;;;
949;SALICYLAMIDE;SA;;;
4852;SALICYLATE D'HYDROXYÉTHYLE;SA;;;
30401;MALÉATE DE FILGOTINIB;SA;;;
61835;FILGOTINIB;ST;;;
29250;BROMHYDRATE DE CITALOPRAM;SA;;;
57088;CITALOPRAM BASE;ST;;;
57624;ADÉNOVIRUS DE CHIMPANZÉ CODANT POUR LA GLYCOPROTÉINE SPIKE DU SARS-COV-2 ;SA;;;
4216;CHLORHYDRATE D'ÉTHYLMORPHINE;SA;;;
31844;ABACAVIR;ST;;;
77742;SULFATE D'ABACAVIR;SA;;;
436;CAMPHRE RACÉMIQUE;SA;;;
568;LÉVOMENTHOL;SA;;;
3700;CAPSICUM (OLÉORÉSINE DE);SA;;;
48788;SALICYLATE D'ISOAMYLE;SA;;;
44598;SULFATE FERREUX DESSÉCHÉ;SA;;;
68875;MÉTHANESULFONATE DE SAFINAMIDE;SA;;;
81962;SAFINAMIDE;ST;;;
882;SULFATE DE VINDÉSINE;SA;;;
1545;SYMPHYTUM OFFICINALE POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
3848;GLUCURONAMIDE;SA;;;
93748;AMLODIPINE (BÉSILATE D');SA;;;
9414;DIOSMECTITE;SA;;;
61522;BROMURE DE TIOTROPIUM;SA;;;
68555;VIRUS DES OREILLONS (SOUCHE RIT 4385 DERIVÉE DE LA SOUCHE JERYL LYNN) ATTENUÉ ;SA;;;
97753;VIRUS RUBÉOLEUX (SOUCHE WISTAR RA 27/3) ATTÉNUÉ ;SA;;;
2560;CHLORHYDRATE DE MÉBÉVÉRINE;SA;;;
62625;PARATYPHOIDINUM B POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
60091;PHOSPHATE D'OSÉLTAMIVIR;SA;;;
74746;OSÉLTAMIVIR;ST;;;
4963;HEXAMIDINE (DIISÉTHIONATE D');SA;;;
61321;APIXABAN;SA;;;
5414;EXTRAIT SEC DE FEUILLE DE LIERRE GRIMPANT;SA;;;
8829;SELENIUM METALLICUM POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
1672;DIGOXINE;SA;;;
8011;CARMUSTINE;SA;;;
49997;POLYOSIDE(S) DE NEISSERIA MENINGITIDIS GROUPE A;SA;;;
98882;POLYOSIDE(S) DE NEISSERIA MENINGITIDIS GROUPE C;SA;;;
52475;BISMUTHUM METALLICUM POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
974;ORNIDAZOLE;SA;;;
862;LACTOBACILLUS CASEI;SA;;;
979;CÉFACLOR;SA;;;
38050;GEMCITABINE;ST;;;
40424;CHLORHYDRATE DE GEMCITABINE;SA;;;
60920;ACÉTATE DE TERLIPRESSINE;SA;;;
4235;MILLEPERTUIS (SOMMITÉ FLEURIE) (EXTRAIT SEC DE);SA;;;
13794;LYCOPODIUM CLAVATUM POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
50921;YTTRIUM [90Y];ST;;;
64357;YTTRIUM [90Y] (CHLORURE D');SA;;;
48705;VOXILAPRÉVIR;SA;;;
4730;DIPROPIONATE DE BÉTAMÉTHASONE;SA;;;
42430;OXALIPLATINE;SA;;;
28969;CAULOPHYLLUM THALICTROIDES POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
62479;ACTAEA RACEMOSA, DÉCOCTÉ POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
500;CAPROATE DE PREDNISOLONE;SA;;;
4805;CHLORHYDRATE DE CINCHOCAÏNE;SA;;;
10091;SUCCINATE DE MÉTOPROLOL;SA;;;
56173;FÉLODIPINE;SA;;;
4605;CHELIDONIUM MAJUS POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
71817;VIBURNUM OPULUS POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
45847;IVABRADINE (CHLORHYDRATE D');SA;;;
3778;CHLORHEXIDINE (GLUCONATE DE);ST;;;
4771;CHLORURE DE BENZALKONIUM;ST;;;
24735;BENZALKONIUM (CHLORURE DE), SOLUTION DE;SA;;;
9061;UVA URSI POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
112;LACTOBACILLUS FERMENTUM;SA;;;
17000;MILIEU DE CULTURE;SA;;;
99612;LACTOBACILLUS DELBRUECKII;SA;;;
37533;TICAGRÉLOR;SA;;;
54660;SÉNÉ (FEUILLE DE) (EXTRAIT SEC DE);SA;;;
86368;EXTRAIT SEC DE ROMARIN;SA;;;
26036;LUMACAFTOR;SA;;;
91389;IVACAFTOR;SA;;;
87;DOSULÉPINE (CHLORHYDRATE DE);SA;;;
831;MANGANÈSE (SULFATE DE) MONOHYDRATÉ;SA;;;
1354;CHLORHYDRATE DE BUSPIRONE;SA;;;
46523;ÉCULIZUMAB ;SA;;;
191;ACÉBUTOLOL (CHLORHYDRATE D');SA;;;
30869;CHLORHYDRATE D'ÉTELCALCÉTIDE;SA;;;
67473;ÉTELCALCÉTIDE;ST;;;
608;PHÉNOL;SA;;;
99222;OMALIZUMAB ;SA;;;
87040;BRONCHES POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
26382;FIDAXOMICINE;SA;;;
2088;HYMÉCROMONE;SA;;;
1215;BENDROFLUMÉTHIAZIDE;SA;;;
2329;RÉSERPINE;SA;;;
877;AMOXAPINE;SA;;;
6657;ARSENICUM METALLICUM POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
69392;LANADÉLUMAB ;SA;;;
637;BENZOATE DE SODIUM;SA;;;
659;THYMOL;SA;;;
5557;SALICYLATE DE SODIUM;SA;;;
188;MAUVE;SA;;;
213;FEUILLE DE SÉNÉ;SA;;;
3128;SENNOSIDES;ST;;;
45087;RISÉDRONATE MONOSODIQUE;SA;;;
4963;HEXAMIDINE (DIISÉTIONATE D');SA;;;
5432;LIDOCAÏNE (CHLORHYDRATE DE);SA;;;
15988;INSULINE HUMAINE RECOMBINANTE ;SA;;;
4186;CALCIUM (ACÉTATE DE);SA;;;
72525;INSULINE LISPRO ;SA;;;
22273;AMIKACINE BASE;ST;;;
3498;PIPOTIAZINE (PALMITATE DE);SA;;;
45082;RITUXIMAB ;SA;;;
24567;BLINATUMOMAB ;SA;;;
49579;CRIZANLIZUMAB ;SA;;;
85275;OMBITASVIR;SA;;;
93622;PARITAPRÉVIR;SA;;;
34647;TINZAPARINE SODIQUE ;SA;;;
2476;NITROFURANTOÏNE;SA;;;
62611;IRIDIUM METALLICUM POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
817;DIFLUCORTOLONE (VALÉRATE DE);SA;;;
99686;CARBÉTOCINE;SA;;;
19486;ABROTANUM POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
44815;ANTIGÈNES DE SURFACE DE VIRUS DE LA GRIPPE, INACTIVÉ, SOUCHE B/WASHINGTON/02/2019 - SOUCHE ANALOGUE (B/WASHINGTON/02/2019, SOUCHE SAUVAGE) ;SA;;;
