CodeCIS	Denomination	FormePharmaceutique	VoiesAdministration
69781373	ASPIRINE pH 8 500 mg, comprimé gastro-résistant	comprimé gastro-résistant(e)	orale
64647032	ASPRO 320 mg, comprimé	comprimé	orale
68985138	ASPRO 500 EFFERVESCENT, comprimé effervescent	comprimé effervescent(e)	orale
60493619	ASPRO CAFEINE 500 mg/50 mg, comprimé effervescent sécable	comprimé effervescent(e) sécable	orale
68262646	ASPRO CAFEINE 500 mg/50 mg, comprimé sécable	comprimé sécable	orale
67413821	ASPROFLASH 500 mg, comprimé enrobé	comprimé enrobé	orale
64161190	ASTERIAS RUBENS BOIRON, degré de dilution compris entre 4CH et 30CH ou entre 8DH et 60DH	 comprimé et solution(s) et granules et poudre et pommade	"cutanée;orale;sublinguale"
68494153	ASTERLUNA 100 microgrammes/20 microgrammes, comprimé pelliculé	comprimé pelliculé	orale
61273686	ASTERLUNA CONTINU 100 microgrammes/20 microgrammes, comprimé pelliculé	comprimé pelliculé et  comprimé pelliculé pelliculé	orale
66950291	ATACAND 16 mg, comprimé sécable	comprimé sécable	orale
62910207	ATACAND 32 mg, comprimé sécable	comprimé sécable	orale
65969730	ATACAND 4 mg, comprimé sécable	comprimé sécable	orale
69015780	ATACAND 8 mg, comprimé sécable	comprimé sécable	orale
61519586	ATARAX 25 mg, comprimé pelliculé sécable	comprimé pelliculé sécable	orale
61162294	ATARAX, sirop	sirop	orale
63604430	ATAZANAVIR ARROW 200 mg, gélule	gélule	orale
60727278	ATAZANAVIR ARROW 300 mg, gélule	gélule	orale
66401606	ATAZANAVIR BIOGARAN 150 mg, gélule	gélule	orale
66682249	ATAZANAVIR BIOGARAN 200 mg, gélule	gélule	orale
66008617	ATAZANAVIR BIOGARAN 300 mg, gélule	gélule	orale
66089188	ATAZANAVIR KRKA 300 mg, gélule	gélule	orale
60542735	ATAZANAVIR MYLAN 150 mg, gélule	gélule	orale
67690302	ATAZANAVIR MYLAN 200 mg, gélule	gélule	orale
66397937	ATAZANAVIR MYLAN 300 mg, gélule	gélule	orale
67807225	ATAZANAVIR SANDOZ 200 mg, gélule	gélule	orale
69577958	ATAZANAVIR SANDOZ 300 mg, gélule	gélule	orale
62766073	ATAZANAVIR TEVA 150 mg, gélule	gélule	orale
68349364	ATAZANAVIR TEVA 200 mg, gélule	gélule	orale
67167309	ATAZANAVIR TEVA 300 mg, gélule	gélule	orale
65959743	ATAZANAVIR ZENTIVA 150 mg, gélule	gélule	orale
62615751	ATAZANAVIR ZENTIVA 200 mg, gélule	gélule	orale
61907293	ATAZANAVIR ZENTIVA 300 mg, gélule	gélule	orale
68176656	ATEBEMYXINE, collyre en solution	collyre en solution	ophtalmique
64670426	ATECTURA BREEZHALER 125 microgrammes/127,5 microgrammes, poudre pour inhalation en gélule	poudre pour inhalation en gélule	inhalée
67100189	ATECTURA BREEZHALER 125 microgrammes/260 microgrammes, poudre pour inhalation en gélule	poudre pour inhalation en gélule	inhalée
65632154	ATECTURA BREEZHALER 125 microgrammes/62,5 microgrammes, poudre pour inhalation en gélule	poudre pour inhalation en gélule	inhalée
69835497	ATENATIV 50 UI/mL, poudre et solvant pour solution pour perfusion	poudre et  solvant pour solution pour perfusion	intraveineuse
67713249	ATENOLOL ACCORD HEALTHCARE 100 mg, comprimé sécable	comprimé sécable	orale
61383702	ATENOLOL ACCORD HEALTHCARE 50 mg, comprimé sécable	comprimé sécable	orale
66717134	ATENOLOL ARROW 100 mg, comprimé pelliculé sécable	comprimé pelliculé sécable	orale
64900101	ATENOLOL ARROW 50 mg, comprimé pelliculé sécable	comprimé pelliculé sécable	orale
65634625	ATENOLOL BIOGARAN 100 mg, comprimé sécable	comprimé sécable	orale
65597002	ATENOLOL BIOGARAN 50 mg, comprimé sécable	comprimé sécable	orale
67951179	ATENOLOL EG 100 mg, comprimé sécable	comprimé sécable	orale
64360281	ATENOLOL EG 50 mg, comprimé sécable	comprimé sécable	orale
69104909	ATENOLOL EVOLUGEN 100 mg, comprimé pelliculé sécable	comprimé pelliculé sécable	orale
65686159	ATENOLOL EVOLUGEN 50 mg, comprimé pelliculé sécable	comprimé pelliculé sécable	orale
62215045	ATENOLOL SANDOZ 100 mg, comprimé pelliculé sécable	comprimé pelliculé sécable	orale
64672313	ATENOLOL SANDOZ 50 mg, comprimé pelliculé sécable	comprimé pelliculé sécable	orale
69807042	ATENOLOL SFDB 100 mg, comprimé sécable	comprimé sécable	orale
69643237	ATENOLOL SUN 100 mg, comprimé sécable	comprimé sécable	orale
62139195	ATENOLOL SUN 50 mg, comprimé sécable	comprimé sécable	orale
69490275	ATENOLOL TEVA 100 mg, comprimé pelliculé sécable	comprimé pelliculé sécable	orale
63815000	ATENOLOL TEVA 50 mg, comprimé pelliculé sécable	comprimé pelliculé sécable	orale
62022861	ATENOLOL VIATRIS 100 mg, comprimé pelliculé sécable	comprimé pelliculé sécable	orale
67005951	ATENOLOL VIATRIS 50 mg, comprimé pelliculé sécable	comprimé pelliculé sécable	orale
64615248	ATENOLOL ZENTIVA 100 mg, comprimé sécable	comprimé sécable	orale
67206630	ATENOLOL ZENTIVA 50 mg, comprimé sécable	comprimé sécable	orale
61945162	ATENOLOL ZYDUS 100 mg, comprimé pelliculé sécable	comprimé pelliculé sécable	orale
60699494	ATENOLOL ZYDUS 50 mg, comprimé pelliculé sécable	comprimé pelliculé sécable	orale
66663373	ATENOLOL/NIFEDIPINE BIOGARAN 50 mg/20 mg, gélule	gélule	orale
66702214	ATENOLOL/NIFEDIPINE VIATRIS 50 mg/20 mg, gélule	gélule	orale
60453083	ATEPADENE 30 mg, gélule	gélule	orale
61411404	ATORVASTATINE ACCORD 10 mg, comprimé pelliculé	comprimé pelliculé	orale
68125932	ATORVASTATINE ACCORD 20 mg, comprimé pelliculé	comprimé pelliculé	orale
66456143	ATORVASTATINE ACCORD 40 mg, comprimé pelliculé	comprimé pelliculé	orale
62615406	ATORVASTATINE ACCORD 80 mg, comprimé pelliculé	comprimé pelliculé	orale
60786892	ATORVASTATINE ALMUS 10 mg, comprimé pelliculé	comprimé pelliculé	orale
62847550	ATORVASTATINE ALMUS 20 mg, comprimé pelliculé	comprimé pelliculé	orale
69377174	ATORVASTATINE ALMUS 40 mg, comprimé pelliculé	comprimé pelliculé	orale
67111196	ATORVASTATINE ALMUS 80 mg, comprimé pelliculé	comprimé pelliculé	orale
60519117	ATORVASTATINE ALMUS PHARMA 10 mg, comprimé pelliculé	comprimé pelliculé	orale
64308092	ATORVASTATINE ALMUS PHARMA 20 mg, comprimé pelliculé	comprimé pelliculé	orale
69942983	ATORVASTATINE ALMUS PHARMA 40 mg, comprimé pelliculé	comprimé pelliculé	orale
68118158	ATORVASTATINE ALMUS PHARMA 80 mg, comprimé pelliculé	comprimé pelliculé	orale
69329044	ATORVASTATINE ALTER 10 mg, comprimé pelliculé	comprimé pelliculé	orale
62047925	ATORVASTATINE ALTER 20 mg, comprimé pelliculé	comprimé pelliculé	orale
63974084	ATORVASTATINE ALTER 40 mg, comprimé pelliculé	comprimé pelliculé	orale
64408331	ATORVASTATINE ARROW GENERIQUES 10 mg, comprimé pelliculé	comprimé pelliculé	orale
69068936	ATORVASTATINE ARROW GENERIQUES 20 mg, comprimé pelliculé	comprimé pelliculé	orale
67607954	ATORVASTATINE ARROW GENERIQUES 40 mg, comprimé pelliculé	comprimé pelliculé	orale
61676897	ATORVASTATINE ARROW GENERIQUES 80 mg, comprimé pelliculé	comprimé pelliculé	orale
62094280	ATORVASTATINE BGR 10 mg, comprimé pelliculé	comprimé pelliculé	orale
63757052	ATORVASTATINE BGR 20 mg, comprimé pelliculé	comprimé pelliculé	orale
65650743	ATORVASTATINE BGR 40 mg, comprimé pelliculé	comprimé pelliculé	orale
63450263	ATORVASTATINE BGR 80 mg, comprimé pelliculé	comprimé pelliculé	orale
69522513	ATORVASTATINE BIOGARAN 10 mg, comprimé pelliculé	comprimé pelliculé	orale
68212077	ATORVASTATINE BIOGARAN 20 mg, comprimé pelliculé	comprimé pelliculé	orale
65030856	ATORVASTATINE BIOGARAN 40 mg, comprimé pelliculé	comprimé pelliculé	orale
61727174	ATORVASTATINE BIOGARAN 80 mg, comprimé pelliculé	comprimé pelliculé	orale
69770448	ATORVASTATINE CRISTERS 10 mg, comprimé pelliculé	comprimé pelliculé	orale
68419357	ATORVASTATINE CRISTERS 20 mg, comprimé pelliculé	comprimé pelliculé	orale
67202055	ATORVASTATINE CRISTERS 40 mg, comprimé pelliculé	comprimé pelliculé	orale
69329539	ATORVASTATINE CRISTERS 80 mg, comprimé pelliculé	comprimé pelliculé	orale
66933705	ATORVASTATINE CRISTERS PHARMA 10 mg, comprimé pelliculé	comprimé pelliculé	orale
68666845	ATORVASTATINE CRISTERS PHARMA 20 mg, comprimé pelliculé	comprimé pelliculé	orale
68228761	ATORVASTATINE CRISTERS PHARMA 40 mg, comprimé pelliculé	comprimé pelliculé	orale
67737951	ATORVASTATINE CRISTERS PHARMA 80 mg, comprimé pelliculé	comprimé pelliculé	orale
68567217	ATORVASTATINE EG 10 mg, comprimé pelliculé	comprimé pelliculé	orale
65082753	ATORVASTATINE EG 20 mg, comprimé pelliculé	comprimé pelliculé	orale
69514324	ATORVASTATINE EG 40 mg, comprimé pelliculé	comprimé pelliculé	orale
61041022	ATORVASTATINE EG 80 mg, comprimé pelliculé	comprimé pelliculé	orale
63926641	ATORVASTATINE EG LABO 10 mg, comprimé pelliculé	comprimé pelliculé	orale
61805662	ATORVASTATINE EG LABO 20 mg, comprimé pelliculé	comprimé pelliculé	orale
65221637	ATORVASTATINE EG LABO 40 mg, comprimé pelliculé	comprimé pelliculé	orale
63591367	ATORVASTATINE EG LABO 80 mg, comprimé pelliculé	comprimé pelliculé	orale
63661449	ATORVASTATINE EVOLUGEN 10 mg, comprimé pelliculé	comprimé pelliculé	orale
61796341	ATORVASTATINE EVOLUGEN 10 mg, comprimé pelliculé	comprimé pelliculé	orale
61391955	ATORVASTATINE EVOLUGEN 20 mg, comprimé pelliculé	comprimé pelliculé	orale
65742330	ATORVASTATINE EVOLUGEN 40 mg, comprimé pelliculé	comprimé pelliculé	orale
65450664	ATORVASTATINE EVOLUGEN 80 mg, comprimé pelliculé	comprimé pelliculé	orale
66328485	ATORVASTATINE EVOLUGEN PHARMA 10 mg, comprimé pelliculé	comprimé pelliculé	orale
65689002	ATORVASTATINE EVOLUGEN PHARMA 20 mg, comprimé pelliculé	comprimé pelliculé	orale
66292224	ATORVASTATINE EVOLUGEN PHARMA 40 mg, comprimé pelliculé	comprimé pelliculé	orale
66530729	ATORVASTATINE EVOLUGEN PHARMA 80 mg, comprimé pelliculé	comprimé pelliculé	orale
67059408	ATORVASTATINE HCS 10 mg, comprimé pelliculé	comprimé pelliculé	orale
64176801	ATORVASTATINE HCS 20 mg, comprimé pelliculé	comprimé pelliculé	orale
65149821	ATORVASTATINE HCS 40 mg, comprimé pelliculé	comprimé pelliculé	orale
65168323	ATORVASTATINE HCS 80 mg, comprimé pelliculé	comprimé pelliculé	orale
62443141	ATORVASTATINE MYLAN 10 mg, comprimé pelliculé	comprimé pelliculé	orale
68424379	ATORVASTATINE PFIZER 10 mg, comprimé pelliculé	comprimé pelliculé	orale
60265932	ATORVASTATINE PFIZER 20 mg, comprimé pelliculé	comprimé pelliculé	orale
61633579	ATORVASTATINE PFIZER 40 mg, comprimé pelliculé	comprimé pelliculé	orale
61830893	ATORVASTATINE PFIZER 80 mg, comprimé pelliculé	comprimé pelliculé	orale
68556498	ATORVASTATINE SANDOZ 10 mg, comprimé pelliculé	comprimé pelliculé	orale
67762488	ATORVASTATINE SANDOZ 20 mg, comprimé pelliculé sécable	comprimé pelliculé sécable	orale
68232578	ATORVASTATINE SANDOZ 40 mg, comprimé pelliculé quadrisécable	comprimé pelliculé quadrisécable	orale
63366057	ATORVASTATINE SANDOZ 80 mg, comprimé pelliculé	comprimé pelliculé	orale
69320216	ATORVASTATINE SUN 10 mg, comprimé pelliculé	comprimé pelliculé	orale
66595171	ATORVASTATINE SUN 20 mg, comprimé pelliculé	comprimé pelliculé	orale
62019370	ATORVASTATINE SUN 40 mg, comprimé pelliculé	comprimé pelliculé	orale
67379949	ATORVASTATINE SUN 80 mg, comprimé pelliculé	comprimé pelliculé	orale
66279287	ATORVASTATINE TEVA SANTE 10 mg, comprimé pelliculé	comprimé pelliculé	orale
66331392	ATORVASTATINE TEVA SANTE 20 mg, comprimé pelliculé	comprimé pelliculé	orale
60007437	ATORVASTATINE TEVA SANTE 40 mg, comprimé pelliculé	comprimé pelliculé	orale
69780531	ATORVASTATINE TEVA SANTE 80 mg, comprimé pelliculé	comprimé pelliculé	orale
63644599	ATORVASTATINE VIATRIS 10 mg, comprimé pelliculé	comprimé pelliculé	orale
67008260	ATORVASTATINE VIATRIS 20 mg, comprimé pelliculé	comprimé pelliculé	orale
65907376	ATORVASTATINE VIATRIS 40 mg, comprimé pelliculé	comprimé pelliculé	orale
61098183	ATORVASTATINE VIATRIS 80 mg, comprimé pelliculé	comprimé pelliculé	orale
62866294	ATORVASTATINE ZENTIVA 10 mg, comprimé pelliculé	comprimé pelliculé	orale
61482159	ATORVASTATINE ZENTIVA 20 mg, comprimé pelliculé	comprimé pelliculé	orale
62977177	ATORVASTATINE ZENTIVA 40 mg, comprimé pelliculé	comprimé pelliculé	orale
68689484	ATORVASTATINE ZENTIVA 80 mg, comprimé pelliculé	comprimé pelliculé	orale
64484329	ATORVASTATINE ZENTIVA LAB 10 mg, comprimé pelliculé	comprimé pelliculé	orale
66351950	ATORVASTATINE ZENTIVA LAB 20 mg, comprimé pelliculé	comprimé pelliculé	orale
69112699	ATORVASTATINE ZENTIVA LAB 40 mg, comprimé pelliculé	comprimé pelliculé	orale
63925105	ATORVASTATINE ZENTIVA LAB 80 mg, comprimé pelliculé	comprimé pelliculé	orale
65584300	ATORVASTATINE ZYDUS 10 mg, comprimé pelliculé	comprimé pelliculé	orale
64572537	ATORVASTATINE ZYDUS 20 mg, comprimé pelliculé	comprimé pelliculé	orale
68603720	ATORVASTATINE ZYDUS 40 mg, comprimé pelliculé	comprimé pelliculé	orale
60113814	ATORVASTATINE ZYDUS 80 mg, comprimé pelliculé	comprimé pelliculé	orale
69110520	ATORVASTATINE ZYDUS FRANCE 10 mg, comprimé pelliculé	comprimé pelliculé	orale
62864852	ATORVASTATINE ZYDUS FRANCE 20 mg, comprimé pelliculé	comprimé pelliculé	orale
68722475	ATORVASTATINE ZYDUS FRANCE 40 mg, comprimé pelliculé	comprimé pelliculé	orale
62738704	ATORVASTATINE ZYDUS FRANCE 80 mg, comprimé pelliculé	comprimé pelliculé	orale
62672834	ATOSIBAN ACCORD 37,5 mg/5 ml, solution à diluer pour perfusion	solution à diluer pour perfusion	intraveineuse
68712716	ATOSIBAN ACCORD 6,75 mg/0,9 ml, solution injectable en seringue préremplie	solution injectable	intraveineuse
68114697	ATOSIBAN ALTAN 37,5 mg/5 mL, solution à diluer pour perfusion	solution à diluer pour perfusion	intraveineuse
68389896	ATOSIBAN ALTAN 6,75 mg/0,9 mL, solution injectable	solution injectable	intraveineuse
67905662	ATOSIBAN EVER PHARMA 37,5 mg/5 mL, solution à diluer pour perfusion	solution à diluer pour perfusion	intraveineuse
61955644	ATOSIBAN EVER PHARMA 6,75 mg/0,9 mL, solution injectable	solution injectable	intraveineuse
64141049	ATOSIBAN EVER PHARMA 75 mg/10 mL, solution à diluer pour perfusion	solution à diluer pour perfusion	intraveineuse
60691177	ATOSIBAN STRAGEN 37,5 mg/5 ml, solution à diluer pour perfusion	solution à diluer pour perfusion	intraveineuse
69966888	ATOSIBAN STRAGEN 6,75 mg/0,9 ml, solution injectable	solution injectable	intraveineuse
61078145	ATOSIBAN SUN 37,5 mg/5 ml, solution à diluer pour perfusion	solution à diluer pour perfusion	intraveineuse
64604981	ATOSIBAN SUN 6,75 mg/0,9 ml, solution injectable	solution injectable	intraveineuse
67392754	ATOVAQUONE BIOGARAN 750 mg/5mL, suspension buvable	suspension buvable	orale
66395950	ATOVAQUONE/PROGUANIL ALFASIGMA 250 mg/100 mg, comprimé pelliculé	comprimé pelliculé	orale
69769588	ATOVAQUONE/PROGUANIL BIOGARAN 250 mg/100 mg, comprimé pelliculé	comprimé pelliculé	orale
68303281	ATOVAQUONE/PROGUANIL BIOGARAN 62,5 mg/25 mg ENFANTS, comprimé pelliculé	comprimé pelliculé	orale
62415398	ATOVAQUONE/PROGUANIL EG 250 mg/100 mg, comprimé pelliculé	comprimé pelliculé	orale
65354096	ATOVAQUONE/PROGUANIL TEVA 250 mg/100 mg, comprimé pelliculé	comprimé pelliculé	orale
62159632	ATOVAQUONE/PROGUANIL TEVA 62,5 mg/25 mg ENFANTS, comprimé pelliculé	comprimé pelliculé	orale
68476867	ATOVAQUONE/PROGUANIL VIATRIS 250 mg/100 mg, comprimé pelliculé	comprimé pelliculé	orale
62740096	ATOVAQUONE/PROGUANIL ZENTIVA 250 mg/100 mg, comprimé pelliculé	comprimé pelliculé	orale
62902865	ATOVAQUONE/PROGUANIL ZENTIVA 62,5 mg/25 mg ENFANTS, comprimé pelliculé	comprimé pelliculé	orale
67466119	ATRACURIUM HIKMA 10 mg/mL, solution injectable/pour perfusion	solution injectable et pour perfusion	intraveineuse
64612088	ATRACURIUM HOSPIRA 10 mg/ml, solution injectable	solution injectable	intraveineuse
60406781	ATRACURIUM KALCEKS 10 mg/mL, solution injectable/pour perfusion	solution injectable et pour perfusion	intraveineuse
66034512	ATRIANCE 5 mg/ml, solution pour perfusion	solution pour perfusion	intraveineuse
64005832	ATRIPLA 600 mg/200 mg/245 mg, comprimé pelliculé	comprimé pelliculé	orale
69697199	ATROPINE (SULFATE) AGUETTANT 0,25 mg/mL, solution injectable	solution injectable	"intraveineuse;sous-cutanée"
61308525	ATROPINE (SULFATE) AGUETTANT 0,50 mg/1 mL, solution injectable	solution injectable	"intraveineuse;sous-cutanée"
66063364	ATROPINE (SULFATE) AGUETTANT 1 mg/mL, solution injectable	solution injectable	"intraveineuse;sous-cutanée"
63667263	ATROPINE (SULFATE) LAVOISIER 0,25 mg/1 ml, solution injectable	solution injectable	"intraveineuse;sous-cutanée"
61397901	ATROPINE (SULFATE) LAVOISIER 0,50 mg/ml, solution injectable	solution injectable	"intraveineuse;sous-cutanée"
61883472	ATROPINE (SULFATE) LAVOISIER 1 mg/ml, solution injectable	solution injectable	"intramusculaire;intraveineuse;sous-cutanée"
66792973	ATROPINE (SULFATE) PHARMACIE CENTRALE DES ARMEES 2 mg/mL, solution injectable	solution injectable	"intramusculaire;intraveineuse"
61001686	ATROPINE 1 POUR CENT FAURE, collyre en solution en récipient unidose	collyre en solution	ophtalmique
62533756	ATROPINE ALCON 0,3 POUR CENT, collyre	collyre	ophtalmique
60476979	ATROPINE ALCON 0,5 POUR CENT, collyre	collyre	ophtalmique
69984085	ATROPINE ALCON 1 POUR CENT, collyre	collyre	ophtalmique
63358772	ATROPINE SULFATE AGUETTANT 0,1 mg/mL, solution injectable en seringue préremplie	solution injectable	"intramusculaire;intraveineuse"
68551234	ATROPINE SULFATE AGUETTANT 0,2 mg/mL, solution injectable en seringue préremplie	solution injectable	"intramusculaire;intraveineuse"
62626185	ATROPINE SULFATE RENAUDIN 0,25 mg/ml, solution injectable en ampoule	solution injectable	"intraveineuse;sous-cutanée"
67839899	ATROPINE SULFATE RENAUDIN 0,5 mg/ml, solution injectable en ampoule	solution injectable	"intraveineuse;sous-cutanée"
65395919	ATROPINE SULFATE RENAUDIN 1 mg/ml, solution injectable en ampoule	solution injectable	"intraveineuse;sous-cutanée"
64965070	ATROPINUM BOIRON, degré de dilution compris entre 4CH et 30CH ou entre 7DH et 60DH	 comprimé et solution(s) et granules et poudre et pommade	"cutanée;orale;sublinguale"
